MasterID,ID,Text,AspectTerms,AspectPolarities,AspectCategories,CategoryPolarities
13383936#420974,0,Cantinetta is a real treasure in a see of mediocre Italian restaurants.,"['real treasure', 'mediocre italian restaurants', 'cantinetta', 'see']","{'real treasure': 'neutral', 'mediocre italian restaurants': 'neutral', 'cantinetta': 'neutral', 'see': 'neutral'}",['price'],{'price': 'neutral'}
13383936#420974,1,"I found the food to be just as good as its owner, Da Silvano, just much less expensive.","['da silvano', 'owner', 'food']","{'da silvano': 'neutral', 'owner': 'neutral', 'food': 'neutral'}",['ambience'],{'ambience': 'neutral'}
13383936#420974,2,The ambience is also more laid-back and relaxed.,['ambience'],{'ambience': 'positive'},['miscellaneous'],{'miscellaneous': 'neutral'}
13383936#420974,3,Both a number of the appetizer and pasta specials were amazing.,"['number', 'appetizer', 'pasta specials']","{'number': 'positive', 'appetizer': 'positive', 'pasta specials': 'positive'}",['food'],{'food': 'neutral'}
13383936#420974,4,Definitely try the taglierini with truffles - it was incredible.,"['taglierini', 'truffles']","{'taglierini': 'positive', 'truffles': 'positive'}",['service'],{'service': 'neutral'}
13383936#420974,5,"Also, the staff is very attentive and really personable.",['staff'],{'staff': 'positive'},['price'],{'price': 'neutral'}
13383936#420974,6,"Overall, this is a great new restaurant that has been consistently good every time I have been.","['great new restaurant', 'time']","{'great new restaurant': 'positive', 'time': 'positive'}",['food'],{'food': 'neutral'}
14336883#1094817,0,"My vegetable risotto was burnt, and infused totally in a burnt flavor.","['burnt flavor', 'vegetable risotto']","{'burnt flavor': 'neutral', 'vegetable risotto': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
14336883#1094817,1,"Here's the thing, you're in the best city in the world for restaurants.","['world', 'city', 'restaurants', 'thing']","{'world': 'positive', 'city': 'positive', 'restaurants': 'positive', 'thing': 'positive'}",['food'],{'food': 'neutral'}
14336883#1094817,2,Go spend your money somewhere that really wows you.,"['go', 'money']","{'go': 'positive', 'money': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
14336883#1094817,3,Just because P Diddy had a party at Butter doesn't mean we should be automatically impressed.,"['p diddy', 'butter', 'party']","{'p diddy': 'positive', 'butter': 'positive', 'party': 'positive'}",['service'],{'service': 'neutral'}
15069510#648179,0,"I often find myself with time to kill in Times Square, which is a shame since I don't love this area.","['shame', 'time', 'times square', 'area']","{'shame': 'positive', 'time': 'positive', 'times square': 'positive', 'area': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
15069510#648179,1,They have very quick service which is great when you don't have much time.,"['much time', 'quick service']","{'much time': 'positive', 'quick service': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
15069510#648179,2,"The food is average: breakfast food, soups, salads, sandwiches, etc.","['soups', 'food', 'breakfast food', 'sandwiches', 'salads']","{'soups': 'negative', 'food': 'negative', 'breakfast food': 'negative', 'sandwiches': 'negative', 'salads': 'negative'}",['food'],{'food': 'negative'}
15069510#648179,3,It's the conversations that make this a fun place to be.,"['fun place', 'conversations']","{'fun place': 'positive', 'conversations': 'positive'}",['service'],{'service': 'neutral'}
15069510#648179,4,I always find myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.,"['someone', 'quick bite', 'ideas', 'theatre industry- interesting']","{'someone': 'positive', 'quick bite': 'positive', 'ideas': 'positive', 'theatre industry- interesting': 'positive'}",['price'],{'price': 'neutral'}
15087705#871249,0,"Food was decent, but not great.",['food'],{'food': 'negative'},['food'],{'food': 'negative'}
15087705#871249,1,Service was awful - mostly because staff were overwhelmed on a Saturday night.,"['service', 'staff', 'saturday night']","{'service': 'negative', 'staff': 'negative', 'saturday night': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
15087705#871249,2,The place just isn't ready for prime time.,"['place', 'prime time']","{'place': 'positive', 'prime time': 'positive'}",['food'],{'food': 'neutral'}
15094232#1295193,0,We had a birthday party here recently and the food and service was amazing.,"['service', 'birthday party', 'food']","{'service': 'positive', 'birthday party': 'positive', 'food': 'positive'}",['service'],{'service': 'positive'}
15094232#1295193,1,"Not only was the sushi fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!","['other entrees', 'guest something', 'duck', 'sushi']","{'other entrees': 'positive', 'guest something': 'positive', 'duck': 'positive', 'sushi': 'positive'}",['price'],{'price': 'neutral'}
15094232#1295193,2,"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.","['service', 'rush', 'place', 'bit', 'portions']","{'service': 'negative', 'rush': 'negative', 'place': 'negative', 'bit': 'negative', 'portions': 'negative'}",['food'],{'food': 'neutral'}
32405935#675215,0,"Great food, great drinks, nice dining atmosphere.","['nice dining', 'great drinks', 'great food']","{'nice dining': 'positive', 'great drinks': 'positive', 'great food': 'positive'}",['ambience'],{'ambience': 'neutral'}
32405935#675215,1,"But dinner here is never disappointing, even if the prices are a bit over the top.","['prices', 'dinner', 'bit']","{'prices': 'positive', 'dinner': 'positive', 'bit': 'positive'}",['food'],{'food': 'neutral'}
32405935#675215,2,"Disappointingly, their wonderful Saketini has been taken off the bar menu.","['wonderful saketini', 'bar menu']","{'wonderful saketini': 'positive', 'bar menu': 'positive'}",['service'],{'service': 'neutral'}
32406302#615620,0,"The food here was great, a treat from beginning to end.","['treat', 'food']","{'treat': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
32406302#615620,1,"Good food at the right price, what more can you ask for.","['good food', 'right price']","{'good food': 'positive', 'right price': 'positive'}",['ambience'],{'ambience': 'neutral'}
32408649#945413,0,Before the place didn't call my attention.,"['attention', 'place']","{'attention': 'neutral', 'place': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32408649#945413,1,"But now that it's under new ownership and has been renovated, it looks great.",['new ownership'],{'new ownership': 'positive'},['food'],{'food': 'neutral'}
32408649#945413,2,Best things to order are from the grill (Churrasco and Ribs).,"['order', 'grill', 'churrasco', 'ribs', 'things']","{'order': 'positive', 'grill': 'positive', 'churrasco': 'positive', 'ribs': 'positive', 'things': 'positive'}",['service'],{'service': 'neutral'}
32408649#945413,3,Food is excellent quality for a good restaurant price.,"['good restaurant price', 'excellent quality', 'food']","{'good restaurant price': 'positive', 'excellent quality': 'positive', 'food': 'positive'}",['ambience'],{'ambience': 'neutral'}
32443281#959917,0,"The appetizers are ok, but the service is slow.","['service', 'appetizers']","{'service': 'neutral', 'appetizers': 'neutral'}",['ambience'],{'ambience': 'neutral'}
32443281#959917,1,Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,"['drink', 'service', 'drunk', 'hour', 'drinks']","{'drink': 'neutral', 'service': 'neutral', 'drunk': 'neutral', 'hour': 'neutral', 'drinks': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32444534#501179,0,This is the best unknown restaurant in and around New York.,"['new york', 'unknown restaurant']","{'new york': 'positive', 'unknown restaurant': 'positive'}",['service'],{'service': 'neutral'}
32444534#501179,1,Just go in and sample the greatest french food west of Daniel.,"['daniel', 'french food west']","{'daniel': 'positive', 'french food west': 'positive'}",['service'],{'service': 'neutral'}
32464595#574909,0,This is literally a hot spot when it comes to the food.,"['hot spot', 'food']","{'hot spot': 'positive', 'food': 'positive'}",['price'],{'price': 'neutral'}
32464595#574909,1,Satay is one of those favorite haunts on Washington where the service and food is always on the money.,"['washington', 'service', 'food', 'money', 'satay', 'favorite haunts']","{'washington': 'positive', 'service': 'positive', 'food': 'positive', 'money': 'positive', 'satay': 'positive', 'favorite haunts': 'positive'}",['ambience'],{'ambience': 'neutral'}
32464595#574909,2,"Try the ribs, sizzling beef and couple it with coconut rice.","['beef', 'ribs', 'coconut rice', 'couple']","{'beef': 'neutral', 'ribs': 'neutral', 'coconut rice': 'neutral', 'couple': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32464595#574909,3,Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.,"['beware', 'mouth', 'fire department', 'flames', 'chili', 'food items']","{'beware': 'neutral', 'mouth': 'neutral', 'fire department': 'neutral', 'flames': 'neutral', 'chili': 'neutral', 'food items': 'neutral'}",['service'],{'service': 'neutral'}
32464601#418474,0,"The food is just OKAY, and it's almost not worth going unless you're getting the pialla, which is the only dish that's really good.","['okay', 'pialla', 'food', 'only dish']","{'okay': 'positive', 'pialla': 'positive', 'food': 'positive', 'only dish': 'positive'}",['service'],{'service': 'neutral'}
32464601#418474,1,"The atmosphere is attractive, but a little uncomfortable.",['atmosphere'],{'atmosphere': 'neutral'},['ambience'],{'ambience': 'neutral'}
32464601#418474,2,The staff is very friendly.,['staff'],{'staff': 'positive'},['price'],{'price': 'neutral'}
32469157#1273114,0,Curioni's Pizza has been around since the 1920's.,"['pizza', 'curioni']","{'pizza': 'neutral', 'curioni': 'neutral'}",['food'],{'food': 'neutral'}
32469157#1273114,1,They make the best pizza in New Jersey.,"['pizza', 'new jersey']","{'pizza': 'positive', 'new jersey': 'positive'}",['food'],{'food': 'neutral'}
32469157#1273114,2,They are located off the beaten path but are certainly worth the trip.,"['trip', 'beaten path']","{'trip': 'positive', 'beaten path': 'positive'}",['service'],{'service': 'neutral'}
32485393#1022496,0,"It's no-fuss, fast and delicious.",[],{},['miscellaneous'],{'miscellaneous': 'neutral'}
32857960#1320058,0,"Not only was the waiter efficient and courteous, but also extremely helpful.",['waiter efficient'],{'waiter efficient': 'positive'},['ambience'],{'ambience': 'neutral'}
32864873#471207,0,You feel like you made it to New York when you eat here.,['new york'],{'new york': 'positive'},['miscellaneous'],{'miscellaneous': 'neutral'}
32864873#471207,1,Tiny restaurant with very fast service.,"['fast service', 'tiny restaurant']","{'fast service': 'positive', 'tiny restaurant': 'positive'}",['food'],{'food': 'neutral'}
32864873#582572,0,"Great burgers, grilled cheeses and french fries.","['great burgers', 'french fries', 'cheeses']","{'great burgers': 'positive', 'french fries': 'positive', 'cheeses': 'positive'}",['service'],{'service': 'neutral'}
32867472#663531,0,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.","['cold sesame noodles', 'dumplings', 'shrimp dishs', 'food', 'chicken']","{'cold sesame noodles': 'neutral', 'dumplings': 'neutral', 'shrimp dishs': 'neutral', 'food': 'neutral', 'chicken': 'neutral'}",['service'],{'service': 'neutral'}
32867472#663531,1,"Best Chinese on the Upper East, prompt delivery, good value.","['chinese', 'upper east', 'good value', 'prompt delivery']","{'chinese': 'positive', 'upper east': 'positive', 'good value': 'positive', 'prompt delivery': 'positive'}",['food'],{'food': 'neutral'}
32878835#503761,0,I discovered Applebees when I went away to college in VA.,"['college', 'applebees', 'va']","{'college': 'neutral', 'applebees': 'neutral', 'va': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32882616#562969,0,I decided to try out this place after hearing about it in many magazines.,"['place', 'many magazines']","{'place': 'positive', 'many magazines': 'positive'}",['food'],{'food': 'neutral'}
32882616#562969,1,I never had an orange donut before so I gave it a shot.,"['shot', 'orange donut']","{'shot': 'neutral', 'orange donut': 'neutral'}",['service'],{'service': 'neutral'}
32882616#562969,2,I was pleasently surprised at the taste.,['taste'],{'taste': 'neutral'},['service'],{'service': 'neutral'}
32889544#0,0,"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.","['students', 'tasty treats', 'mix', 'dirt-cheap prices', 'space', 'quick', 'area residents']","{'students': 'neutral', 'tasty treats': 'neutral', 'mix': 'neutral', 'dirt-cheap prices': 'neutral', 'space': 'neutral', 'quick': 'neutral', 'area residents': 'neutral'}",['ambience'],{'ambience': 'neutral'}
32889544#0,1,But regulars know that the sandwiches are the real star here.,"['real star', 'sandwiches', 'regulars']","{'real star': 'positive', 'sandwiches': 'positive', 'regulars': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
